agent,condition,seed,success_rate,mean_reward,collision_rate,collisions_per_ep,iala_violations,cte_mean,dropped_frames,docking_accuracy,optimality_ratio,mean_steps,n_solved,n_eval
DuelingDoubleDQN,harsh,13,13.333333333333334,-151.8843633333333,40.0,1.7333333333333334,61.43333333333333,41.31903333333333,20.8,9.08525,1.9747,53.233333333333334,4,30
DuelingDoubleDQN,harsh,14,46.666666666666664,-62.04172666666667,76.66666666666667,1.1,40.43333333333333,14.165926666666667,19.5,8.332507142857143,2.948835714285714,47.36666666666667,14,30
DuelingDoubleDQN,mid,0,60.0,-41.10930333333333,76.66666666666667,1.7333333333333334,11.666666666666666,19.161513333333335,7.066666666666666,5.474488888888889,1.6524999999999999,34.93333333333333,18,30
DuelingDoubleDQN,mid,1,0.0,-197.78872,70.0,1.1333333333333333,23.9,205.32569000000004,12.366666666666667,,,60.0,0,30
DuelingDoubleDQN,mid,2,30.0,-69.62283,30.0,0.3333333333333333,14.8,20.880640000000003,9.433333333333334,3.4854000000000003,1.5479222222222222,47.13333333333333,9,30
DuelingDoubleDQN,mid,3,10.0,-132.10675666666666,20.0,0.5666666666666667,22.7,53.37604333333334,10.9,4.9974,1.4387999999999999,54.8,3,30
DuelingDoubleDQN,mid,4,30.0,-55.70051,13.333333333333334,0.13333333333333333,8.933333333333334,7.388920000000001,8.533333333333333,4.102833333333333,1.1511777777777779,44.9,9,30
DuelingDoubleDQN,mid,5,36.666666666666664,-69.35258666666667,46.666666666666664,0.6,17.833333333333332,83.58443666666666,7.433333333333334,6.0262,1.1529090909090909,40.666666666666664,11,30
DuelingDoubleDQN,mid,6,36.666666666666664,-66.38134333333333,23.333333333333332,0.3333333333333333,15.366666666666667,17.97094,9.433333333333334,6.110009090909091,2.388818181818182,47.766666666666666,11,30
DuelingDoubleDQN,mid,7,30.0,-72.32466333333332,20.0,0.4666666666666667,14.633333333333333,7.048963333333333,9.366666666666667,2.7377555555555557,1.7656777777777777,47.0,9,30
DuelingDoubleDQN,mid,8,66.66666666666666,-0.41411333333333383,26.666666666666668,0.7666666666666667,10.066666666666666,14.572650000000003,5.6,4.788279999999999,1.340495,32.733333333333334,20,30
DuelingDoubleDQN,mid,9,66.66666666666666,4.43025,33.33333333333333,0.43333333333333335,11.7,24.279239999999998,6.733333333333333,5.860925,1.624575,33.53333333333333,20,30
DuelingDoubleDQN,mid,10,0.0,-148.34956000000003,6.666666666666667,0.1,25.033333333333335,71.95982666666667,12.733333333333333,,,60.0,0,30
DuelingDoubleDQN,mid,11,40.0,-83.98315666666666,40.0,1.3666666666666667,11.966666666666667,35.443396666666665,7.966666666666667,4.1914083333333325,1.3618416666666666,42.63333333333333,12,30
DuelingDoubleDQN,mid,12,33.33333333333333,-63.79150666666668,20.0,0.3,16.566666666666666,7.114716666666667,8.9,5.98858,1.8313799999999998,47.233333333333334,10,30
DuelingDoubleDQN,mid,13,33.33333333333333,-75.95792666666667,43.333333333333336,0.7666666666666667,17.333333333333332,12.07255,9.166666666666666,4.843859999999999,2.20875,45.166666666666664,10,30
DuelingDoubleDQN,mid,14,33.33333333333333,-66.43571333333334,23.333333333333332,0.3,16.366666666666667,11.209480000000003,9.2,5.55054,2.2023800000000002,47.63333333333333,10,30
RuleBased,clean,0,40.0,-34.526673333333335,0.0,0.0,0.0,32.20099333333334,0.0,0.0,1.0,40.5,12,30
RuleBased,clean,1,20.0,-79.19877666666666,0.0,0.0,0.0,2.2753,0.0,0.0,1.0,49.733333333333334,6,30
RuleBased,clean,2,46.666666666666664,-15.359163333333335,0.0,0.0,0.0,5.325943333333332,0.0,0.0,1.0,38.03333333333333,14,30
RuleBased,clean,3,40.0,-34.66031333333333,0.0,0.0,0.0,19.20681,0.0,0.0,1.0,41.86666666666667,12,30
RuleBased,clean,4,53.333333333333336,0.2689166666666665,0.0,0.0,0.0,6.5111566666666665,0.0,0.0,1.0,34.4,16,30
RuleBased,clean,5,40.0,-34.54688666666666,0.0,0.0,0.0,5.1049266666666675,0.0,0.0,1.0,40.63333333333333,12,30
RuleBased,clean,6,76.66666666666667,52.845099999999995,0.0,0.0,0.0,18.219176666666666,0.0,0.0,1.0,23.233333333333334,23,30
RuleBased,clean,7,60.0,15.567433333333332,0.0,0.0,0.0,1.9878733333333334,0.0,0.0,1.0,30.933333333333334,18,30
RuleBased,clean,8,100.0,110.13266666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.0,12.2,30,30
RuleBased,clean,9,33.33333333333333,-47.490759999999995,0.0,0.0,0.0,9.472116666666667,0.0,0.0,1.0,42.3,10,30
RuleBased,clean,10,16.666666666666664,-93.63939666666668,0.0,0.0,0.0,27.375443333333333,0.0,0.0,1.0,52.6,5,30
RuleBased,clean,11,46.666666666666664,-14.616173333333334,0.0,0.0,0.0,9.325776666666666,0.0,0.0,1.0,37.36666666666667,14,30
RuleBased,clean,12,50.0,-6.141929999999994,0.0,0.0,0.0,5.498506666666667,0.0,0.0,1.0,35.13333333333333,15,30
RuleBased,clean,13,63.33333333333333,18.952523333333335,0.0,0.0,0.0,15.907956666666667,0.0,0.0,1.0,30.433333333333334,19,30
RuleBased,clean,14,23.333333333333332,-72.68243,0.0,0.0,0.0,6.593273333333333,0.0,0.0,1.0,47.333333333333336,7,30
RuleBased,harsh,0,40.0,-59.607913333333336,43.333333333333336,0.8,19.266666666666666,43.217916666666675,15.9,9.144824999999999,1.0,40.5,12,30
RuleBased,harsh,1,20.0,-113.50258666666666,30.0,1.2,17.333333333333332,15.035673333333332,19.866666666666667,6.958983333333333,1.0,49.733333333333334,6,30
RuleBased,harsh,2,46.666666666666664,-41.18673,30.0,0.8,14.4,16.81524666666667,16.1,10.14147857142857,1.0,38.03333333333333,14,30
RuleBased,harsh,3,40.0,-55.24763333333335,56.666666666666664,0.6333333333333333,20.9,26.716486666666672,16.233333333333334,11.105408333333331,1.0,41.86666666666667,12,30
RuleBased,harsh,4,53.333333333333336,-9.78481,6.666666666666667,0.06666666666666667,26.566666666666666,19.006839999999997,14.7,15.05723125,1.0,34.4,16,30
RuleBased,harsh,5,40.0,-42.42932,10.0,0.1,31.033333333333335,17.460786666666664,16.7,8.890466666666667,1.0,40.63333333333333,12,30
RuleBased,harsh,6,76.66666666666667,26.71436,50.0,0.7333333333333333,14.1,29.676156666666664,9.1,11.043913043478257,1.0,23.233333333333334,23,30
RuleBased,harsh,7,60.0,-2.794089999999999,36.666666666666664,0.43333333333333335,10.566666666666666,14.709836666666668,11.666666666666666,12.187033333333334,1.0,30.933333333333334,18,30
RuleBased,harsh,8,100.0,84.58887333333334,40.0,0.7333333333333333,12.4,13.412706666666667,5.466666666666667,8.378120000000001,1.0,12.2,30,30
RuleBased,harsh,9,33.33333333333333,-64.60358666666666,43.333333333333336,0.4666666666666667,24.833333333333332,21.411476666666665,16.833333333333332,11.4781,1.0,42.3,10,30
RuleBased,harsh,10,16.666666666666664,-98.10571,3.3333333333333335,0.03333333333333333,47.86666666666667,36.79740666666667,20.866666666666667,7.76376,1.0,52.6,5,30
RuleBased,harsh,11,46.666666666666664,-34.19113333333333,30.0,0.5333333333333333,15.266666666666667,23.645533333333336,15.1,9.820064285714286,1.0,37.36666666666667,14,30
RuleBased,harsh,12,50.0,-24.476353333333332,46.666666666666664,0.5,30.433333333333334,17.32658666666667,13.7,9.642366666666668,1.0,35.13333333333333,15,30
RuleBased,harsh,13,63.33333333333333,-3.6655433333333343,60.0,0.6666666666666666,38.6,28.70292999999999,11.966666666666667,8.443157894736842,1.0,30.433333333333334,19,30
RuleBased,harsh,14,23.333333333333332,-85.72187333333335,26.666666666666668,0.3,40.46666666666667,18.575883333333334,19.833333333333332,18.663385714285713,1.0,47.333333333333336,7,30
RuleBased,mid,0,40.0,-54.277346666666666,43.333333333333336,0.7,5.933333333333334,37.079073333333326,8.266666666666667,4.064366666666667,1.0,40.5,12,30
RuleBased,mid,1,20.0,-101.12292000000001,30.0,0.8,4.966666666666667,8.00454,10.566666666666666,3.092866666666666,1.0,49.733333333333334,6,30
RuleBased,mid,2,46.666666666666664,-28.03524666666667,30.0,0.4,4.3,10.398733333333332,8.133333333333333,4.507307142857143,1.0,38.03333333333333,14,30
RuleBased,mid,3,40.0,-49.64243333333333,53.333333333333336,0.5333333333333333,6.366666666666666,22.615006666666666,8.1,4.935741666666667,1.0,41.86666666666667,12,30
RuleBased,mid,4,53.333333333333336,-4.344443333333336,3.3333333333333335,0.03333333333333333,8.0,12.049726666666668,7.333333333333333,6.69210625,1.0,34.4,16,30
RuleBased,mid,5,40.0,-40.26975666666667,13.333333333333334,0.13333333333333333,10.433333333333334,10.62686,7.966666666666667,3.951325,1.0,40.63333333333333,12,30
RuleBased,mid,6,76.66666666666667,30.157616666666677,50.0,0.7666666666666667,4.133333333333334,23.273523333333333,4.8,4.908408695652175,1.0,23.233333333333334,23,30
RuleBased,mid,7,60.0,0.45996333333333345,36.666666666666664,0.4666666666666667,3.2,7.669380000000001,5.533333333333333,5.416461111111111,1.0,30.933333333333334,18,30
RuleBased,mid,8,100.0,92.61434,33.33333333333333,0.5666666666666667,3.7,5.990883333333333,2.433333333333333,3.7236233333333333,1.0,12.2,30,30
RuleBased,mid,9,33.33333333333333,-55.72625666666666,23.333333333333332,0.23333333333333334,7.0,14.737706666666666,8.2,5.10137,1.0,42.3,10,30
RuleBased,mid,10,16.666666666666664,-96.87854999999999,6.666666666666667,0.06666666666666667,14.2,31.407246666666666,10.733333333333333,3.45058,1.0,52.6,5,30
RuleBased,mid,11,46.666666666666664,-29.21946000000001,30.0,0.4666666666666667,5.233333333333333,16.754409999999996,7.633333333333334,4.364471428571429,1.0,37.36666666666667,14,30
RuleBased,mid,12,50.0,-19.555079999999997,43.333333333333336,0.43333333333333335,9.266666666666667,10.705626666666666,7.0,4.285480000000001,1.0,35.13333333333333,15,30
RuleBased,mid,13,63.33333333333333,2.8937066666666666,46.666666666666664,0.5333333333333333,12.333333333333334,21.604043333333337,6.3,3.7525105263157896,1.0,30.433333333333334,19,30
RuleBased,mid,14,23.333333333333332,-80.48615000000001,20.0,0.2,12.166666666666666,11.879153333333337,10.7,8.294842857142857,1.0,47.333333333333336,7,30
