agent,condition,seed,success_rate,mean_reward,collision_rate,collisions_per_ep,iala_violations,cte_mean,dropped_frames,docking_accuracy,optimality_ratio,mean_steps,n_solved,n_eval
DoubleDQN,clean,2,16.666666666666664,-91.61509666666667,0.0,0.0,0.0,22.582006666666665,0.0,0.0,1.0,51.5,5,30
DoubleDQN,clean,3,16.666666666666664,-94.26540999999997,0.0,0.0,0.0,18.71191333333333,0.0,0.0,1.0,51.06666666666667,5,30
DoubleDQN,clean,4,50.0,-5.802590000000001,3.3333333333333335,0.03333333333333333,0.0,1.99026,0.0,0.0,1.0,34.766666666666666,15,30
DoubleDQN,clean,5,3.3333333333333335,-151.65332333333333,23.333333333333332,0.23333333333333334,0.0,122.23907,0.0,0.0,1.0,58.03333333333333,1,30
DoubleDQN,clean,6,16.666666666666664,-88.91470333333335,0.0,0.0,0.0,10.46637,0.0,0.0,1.0,51.2,5,30
DoubleDQN,clean,7,50.0,-8.693893333333337,16.666666666666664,0.16666666666666666,0.0,0.2878233333333334,0.0,0.0,1.0237733333333334,34.93333333333333,15,30
DoubleDQN,clean,8,16.666666666666664,-82.99479333333332,0.0,0.0,0.0,10.92281,0.0,0.0,1.0,51.1,5,30
DoubleDQN,clean,9,3.3333333333333335,-124.00780000000002,0.0,0.0,0.0,15.410626666666667,0.0,0.0,1.0,58.03333333333333,1,30
DoubleDQN,clean,10,0.0,-132.77091,0.0,0.0,0.0,10.731670000000001,0.0,,,60.0,0,30
DoubleDQN,clean,11,13.333333333333334,-117.45941333333334,0.0,0.0,0.0,87.89488,0.0,0.0,1.0,52.5,4,30
DoubleDQN,clean,12,10.0,-101.29241333333333,0.0,0.0,0.0,7.36112,0.0,0.0,1.0,54.5,3,30
DoubleDQN,clean,13,26.666666666666668,-68.49434666666666,0.0,0.0,0.0,6.8199466666666675,0.0,0.0,1.8110875,47.13333333333333,8,30
DoubleDQN,clean,14,0.0,-132.80776333333333,10.0,0.1,0.0,25.921873333333334,0.0,,,60.0,0,30
DoubleDQN,harsh,0,0.0,-151.35118333333335,13.333333333333334,0.13333333333333333,83.13333333333334,78.23463666666666,23.6,,,60.0,0,30
DoubleDQN,harsh,1,46.666666666666664,-55.878286666666675,43.333333333333336,0.8666666666666667,47.36666666666667,30.858346666666662,15.366666666666667,11.078100000000003,2.43235,41.63333333333333,14,30
DoubleDQN,harsh,2,6.666666666666667,-131.7401,23.333333333333332,0.3333333333333333,77.36666666666666,31.74542333333334,22.0,8.5686,4.3384,58.63333333333333,2,30
