metric,levene_BF_W,p_value,homoscedastic_at_0.05
success_rate,0.6895763754614168,0.5643596746697593,True
mean_reward,0.7287621729229483,0.5415707573126571,True
optimality_ratio,1.2991953453845042,0.29058235772017005,True
mean_steps,1.0937762595157938,0.3642480050542204,True
revisit_rate,0.745547367214575,0.5320361468028902,True
excess_cost,1.6981719712257888,0.18583280850243278,True
route_risk,2.202073303165117,0.10575567937010263,True
route_difficulty,1.8517393887479219,0.15642794862064768,True
