algorithm,noise_std,packet_error_rate,condition,n_seeds,success_rate_mean,success_rate_sd,success_rate_sem,success_rate_ci95_hw,success_rate_boot_lo,success_rate_boot_hi,mean_reward_mean,mean_reward_sd,mean_reward_sem,mean_reward_ci95_hw,mean_reward_boot_lo,mean_reward_boot_hi,collision_rate_mean,collision_rate_sd,collision_rate_sem,collision_rate_ci95_hw,collision_rate_boot_lo,collision_rate_boot_hi,collisions_per_ep_mean,collisions_per_ep_sd,collisions_per_ep_sem,collisions_per_ep_ci95_hw,collisions_per_ep_boot_lo,collisions_per_ep_boot_hi,iala_violations_mean,iala_violations_sd,iala_violations_sem,iala_violations_ci95_hw,iala_violations_boot_lo,iala_violations_boot_hi,cte_mean_mean,cte_mean_sd,cte_mean_sem,cte_mean_ci95_hw,cte_mean_boot_lo,cte_mean_boot_hi,dropped_frames_mean,dropped_frames_sd,dropped_frames_sem,dropped_frames_ci95_hw,dropped_frames_boot_lo,dropped_frames_boot_hi,docking_accuracy_mean,docking_accuracy_sd,docking_accuracy_sem,docking_accuracy_ci95_hw,docking_accuracy_boot_lo,docking_accuracy_boot_hi,optimality_ratio_mean,optimality_ratio_sd,optimality_ratio_sem,optimality_ratio_ci95_hw,optimality_ratio_boot_lo,optimality_ratio_boot_hi,mean_steps_mean,mean_steps_sd,mean_steps_sem,mean_steps_ci95_hw,mean_steps_boot_lo,mean_steps_boot_hi
DuelingDQN,0.25,0.0,n0.25_p0.0,6,44.444444444444436,26.04838802149796,10.634209879115911,27.336106751599605,24.444444444444446,62.22222222222222,-59.71247666666667,71.13665107908196,29.041416192359527,74.65333694523373,-114.057665,-10.30259,48.333333333333336,17.480147469502526,7.136240321480628,18.344289745133555,34.444444444444436,59.444444444444436,0.7888888888888889,0.37515428924742517,0.15315609724544693,0.3937002815960948,0.4888888888888889,1.0611111111111111,24.444444444444443,9.418862084294629,3.84523434402818,9.884489558523757,17.822222222222223,31.644444444444446,58.083670000000005,61.59000914087539,25.144015941416075,64.63475065395409,17.586396666666662,105.41086166666666,0.0,0.0,0.0,0.0,0.0,0.0,5.236248554077502,0.9483493510766241,0.38716200133954565,0.9952316080920385,4.596332101086048,5.977748767752715,2.080332517190412,0.9473465447479152,0.38675260737018397,0.9941792273907781,1.5115416200758307,2.8398414979757085,42.05555555555555,9.721652046772633,3.9688478285794426,10.202248136550942,35.55555555555555,49.449999999999996
DuelingDQN,0.25,0.2,n0.25_p0.2,6,39.44444444444444,26.366364656227926,10.764023296651871,27.66980276473942,21.11111111111111,58.33333333333332,-90.33253222222221,67.5623075226468,27.582196545914353,70.90229342787812,-139.06331277777778,-38.10449666666667,49.44444444444445,11.038652628462037,4.506511064594055,11.584355484739547,40.555555555555564,56.666666666666664,1.3111111111111111,0.6668888518641924,0.272256233702965,0.699856928995597,0.8333333333333335,1.788888888888889,45.66111111111112,13.626598445143424,5.563035520067337,14.300238058884714,35.32222222222222,54.833333333333336,60.069494444444445,44.36625282426691,18.1124468697945,46.55952692242156,28.06742722222222,92.54677833333334,9.08888888888889,1.6343080991547962,0.6672034875711912,1.7151011658237034,7.783333333333332,10.2,9.246092724994304,1.7560829628558257,0.7169178674986063,1.8428960478350394,7.860908915470493,10.440376359079517,2.665129147869674,0.7173432713909735,0.29285416422111993,0.752805595037265,2.3166552481203,3.25780432748538,46.88888888888889,8.297755162737737,3.387544359875375,8.707959998907883,40.68333333333333,52.56666666666667
DuelingDQN,0.25,0.4,n0.25_p0.4,6,22.777777777777782,15.408030614176733,6.290302157652517,16.169736467125475,12.222222222222221,33.90277777777758,-111.1797738888889,44.651816138524254,18.229027604659258,46.85920724185004,-142.10018166666669,-78.60906777777778,37.22222222222222,15.116828983570548,6.171419589777253,15.86413909757152,26.111111111111114,47.22222222222223,0.8388888888888889,0.4358474078883147,0.17793395917351051,0.45739380339427965,0.5333333333333333,1.1666666666666667,63.24444444444445,11.526388403555972,4.705628360974221,12.096202789975413,54.894444444444446,71.1223611111111,45.52247888888889,32.81470025660807,13.396545281844332,34.43691596178841,24.963292222222222,72.05327333333332,20.038888888888888,2.1345222381566287,0.8714150546845424,2.24004371087211,18.45,21.53333333333333,10.883811431623933,3.847700144014035,1.5708170060112894,4.037913662761239,8.159915277777777,13.848992307692308,2.9718845085470087,0.5149566179178076,0.21023015892799765,0.5404138278432462,2.6341625,3.371302564102565,51.51111111111111,5.557244187811344,2.2687354393642205,5.831970110294037,47.4,55.344444444444456
DuelingDoubleDQN,0.0,0.0,n0.0_p0.0,6,23.333333333333332,10.954451150103322,4.47213595499958,11.49599145241798,15.555555555555557,31.111111111111114,-77.86242722222222,23.727532093126886,9.686724413945498,24.900517825303115,-95.35349833333332,-60.71923611111111,6.666666666666665,13.333333333333332,5.443310539518174,13.992475198613121,0.0,17.777777777777775,0.06666666666666667,0.13333333333333333,0.05443310539518174,0.13992475198613125,0.0,0.17777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,20.917247777777778,16.90453694435874,6.901248308617671,17.740223545348417,9.297587777777778,33.63913555555555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.263061111111111,0.6443654933918125,0.2630611111111111,0.6762201138845283,1.0,1.7891833333333331,48.12777777777779,6.376673346107903,2.6032659923950328,6.691908273380413,43.166666666666664,52.661111111111104
DuelingDoubleDQN,0.0,0.2,n0.0_p0.2,6,24.999999999999996,19.407902170679517,7.923242882669809,20.36734423352572,11.111111111111109,38.888888888888886,-83.50747055555554,44.78218164332741,18.282249099130606,46.9960174488035,-116.69929944444443,-52.25321888888889,24.444444444444446,20.5119657941588,8.373974969518565,21.52598794871758,9.444444444444445,39.44444444444445,0.3944444444444444,0.3275611336778164,0.13372627284637348,0.3437543279262333,0.1611111111111111,0.6166666666666666,0.5055555555555555,0.26949884903210564,0.11002244439933584,0.282821697085239,0.35555555555555557,0.7333333333333334,26.152401111111107,16.997635961462496,6.939255823194145,17.83792497193639,13.822376111111113,38.111293333333336,9.127777777777778,1.869927707059722,0.7633947896981428,1.9623687798174498,7.766666666666667,10.488888888888889,3.0363717142857145,1.367687372937341,0.6116483875712001,1.6982081717741848,2.1486437142857144,4.28396,1.4169168571428572,0.4782493089302324,0.21387959299205936,0.5938249490645006,1.1079,1.8242725714285712,47.88333333333333,8.82007180620808,3.6007792366529654,9.256097699876507,41.62777777777778,54.2480555555555
DuelingDoubleDQN,0.0,0.4,n0.0_p0.4,6,22.777777777777775,19.138868730839246,7.813410440777407,20.085010953433528,6.666666666666667,36.11111111111111,-97.07098333333333,50.72189657579488,20.70712756615313,53.229365989757234,-134.77003388888892,-61.31512388888888,19.444444444444443,15.408030614176733,6.290302157652517,16.169736467125475,8.333333333333334,30.555555555555557,0.43888888888888894,0.4434293964428042,0.1810292930391974,0.4653506124046443,0.12222222222222223,0.7611111111111111,18.849999999999998,5.97705799053533,2.440123706639421,6.272537676992849,14.4,23.055555555555557,41.72235277777778,30.057939165881795,12.271102279338036,31.54387262250173,21.13893080555556,65.19955444444444,19.26111111111111,3.6324106881528975,1.4829254537010848,3.811981234886748,16.772222222222222,22.022222222222222,4.830365340909091,1.0341449469016983,0.5170724734508492,1.64555538269785,3.9534874999999996,5.707243181818182,1.8505401515151514,0.3139941806543107,0.15699709032715534,0.4996348100520352,1.5992000000000002,2.1018803030303026,49.422222222222224,8.896632737956201,3.6320351061554565,9.33644347027663,43.327777777777776,56.93333333333334
DuelingDoubleDQN,0.1,0.0,n0.1_p0.0,6,37.22222222222222,9.981464302878091,4.074915737976055,10.474904377789795,31.666666666666668,45.55555555555555,-53.30158111111112,28.80830669863566,11.760941960876663,30.232463774602486,-70.11253555555557,-29.326338333333336,23.333333333333332,17.76388345929897,7.252075054258098,18.642052405147105,10.555555555555555,36.111111111111114,0.3,0.22997584414213787,0.0938872452190116,0.2413448471579236,0.13333333333333333,0.4666666666666666,0.45555555555555555,0.12412657816683503,0.05067446333773947,0.13026285498661144,0.3666666666666667,0.5444444444444445,28.155131111111114,23.3362560507907,9.526986638562283,24.48989880143807,12.134959444444446,45.87246555555557,0.0,0.0,0.0,0.0,0.0,0.0,2.437194896019014,0.6887423588929953,0.28117789058811377,0.7227907781283401,1.8718151515151513,2.8533484313725492,1.2417671400277284,0.23685512788255458,0.09669570104565257,0.24856421269207388,1.10756165181224,1.4340691602297484,41.93333333333333,4.600483066422965,1.8781393471751258,4.827910890642224,38.205555555555556,44.605555555555554
DuelingDoubleDQN,0.1,0.2,n0.1_p0.2,6,27.777777777777775,21.046685320091687,8.592273301858313,22.087141676579837,12.777777777777777,42.77777777777777,-94.28011777777778,59.48070382309359,24.282895651365322,62.42117047805174,-141.79937611111112,-55.54232731944446,42.77777777777778,26.281947050033043,10.729559953237759,27.581211920163803,24.444444444444446,62.77777777777778,0.75,0.5871778076339208,0.2397143361648672,0.6162053182870247,0.3611111111111111,1.211111111111111,16.63888888888889,5.972731244457473,2.4383573199498647,6.267997035453967,12.322222222222223,20.97222222222222,64.9528738888889,74.21388674503727,30.297692392340213,77.88269772544629,21.512779444444448,123.93496611111112,9.28888888888889,2.0514132436679593,0.8374859497623726,2.1528261700597815,7.827777777777778,10.811111111111112,4.817264444444445,1.0259377024380918,0.458813288666305,1.273869909517267,4.006704444444445,5.599755555555555,1.3886618181818182,0.22883745192790583,0.10233921966172754,0.2841392254995658,1.2093947474747475,1.5679288888888887,47.07222222222222,9.164628056141035,3.741443736656734,9.617687308505058,40.77222222222222,53.76666666666667
DuelingDoubleDQN,0.1,0.4,n0.1_p0.4,6,27.777777777777775,18.09440265406425,7.387008950486517,18.98891102780351,15.555555555555555,42.22222222222222,-87.64915666666667,41.399921032084585,16.90144698668746,43.4465526199489,-114.36215611111112,-55.958533888888894,25.0,12.427567921538166,5.0735333585915,13.041932694090214,15.0,33.333333333333336,0.37777777777777777,0.23158071946867603,0.09454243282747844,0.24302906052318243,0.2111111111111111,0.5444444444444444,39.63888888888889,12.273791710916514,5.0107544834911995,12.880554458095698,29.86111111111111,47.27222222222222,49.06725888888889,35.931811468754326,14.669100605388781,37.70812356133406,23.717857777777777,75.49629944444445,19.255555555555556,3.2912454020167345,1.3436453088703815,3.453950224520148,16.916666666666668,21.55,7.219671432880847,1.4401496530257392,0.5879386338598835,1.5113443726690463,6.271524766214178,8.380458398692811,3.568440321769734,2.239287192675149,0.9141851682672528,2.3499877879559277,2.0171785369532436,5.151449509803921,48.99444444444445,8.04093462413603,3.2826978140352194,8.43844337264197,43.27777777777778,54.68333333333334
DuelingDoubleDQN,0.25,0.0,n0.25_p0.0,6,42.77777777777778,29.395136911980426,12.000514392267208,30.848304315054246,22.222222222222218,64.44444444444444,-58.60254666666668,68.08942250693153,27.797390337126476,71.45546667870973,-106.01955722222225,-6.582555000000007,44.44444444444445,7.503085784948502,3.063121944908938,7.874005631921895,39.44444444444444,50.55555555555555,0.6222222222222222,0.124126578166835,0.05067446333773946,0.1302628549866114,0.5277777777777778,0.7055555555555556,26.394444444444446,8.467176275127033,3.456710239376791,8.885756552400034,20.116666666666667,32.44444444444445,37.5836688888889,32.13085554475606,13.117366847287997,33.719264949016505,16.045380555555557,62.356150555555566,0.0,0.0,0.0,0.0,0.0,0.0,7.093070052316105,2.194771838427466,0.8960118509962428,2.3032717886858136,5.617860087281141,8.780829670329672,2.2139554471843943,0.6037598328577886,0.24648391961493987,0.6336070865386059,1.7570384615384613,2.6715012958532656,44.294444444444444,10.252293329714991,4.185481225190212,10.759122010870783,36.76583333333334,51.53333333333333
DuelingDoubleDQN,0.25,0.2,n0.25_p0.2,6,29.444444444444443,23.60947706763975,9.638528651609708,24.77662667408809,13.33333333333333,46.666666666666664,-97.33422,52.14119380796437,21.286553234846416,54.71882708880162,-135.19380388888888,-59.05907222222223,38.33333333333333,14.719601443879744,6.009252125773316,15.447274360271795,27.777777777777775,48.888888888888886,0.9611111111111111,0.4928000120250119,0.20118476244978226,0.5171618959602171,0.6055555555555555,1.3333333333333333,46.0,12.865198534547897,5.252195308207376,13.501197856492151,36.68888888888889,55.24444444444444,38.49958888888889,23.15136361205876,9.451504616530274,24.29586608668549,22.249856666666663,55.87280333333333,9.72777777777778,1.8568092903528732,0.7580392185039793,1.9486018457862762,8.277777777777779,10.96111111111111,9.590660550108934,1.9342253060291386,0.7896441745583381,2.029844971735695,8.30375305010893,11.069598050108931,3.4883571105664486,1.827272325736518,0.7459808031938606,1.917604702423526,2.4459805446623095,5.00956287037037,49.71666666666667,8.303272447254356,3.3897967818472874,8.713750033915069,43.31111111111111,55.2827777777777
DuelingDoubleDQN,0.25,0.4,n0.25_p0.4,6,27.222222222222225,17.437719864537165,7.118919324285043,18.299764704367476,14.444444444444443,39.44444444444444,-113.89171777777777,37.62998631780556,15.362377584422676,39.49024877070341,-139.84878833333332,-86.7180288888889,46.666666666666664,17.126976771553505,6.992058987801011,17.97365982773891,33.333333333333336,57.22222222222223,1.45,0.7497406959150017,0.30608035739848644,0.7868046069736203,0.9,1.9944444444444442,58.42222222222222,14.175011921087155,5.78692438408871,14.875762705939303,47.949999999999996,68.26111111111112,35.68614055555556,10.310529641596803,4.209256099958881,10.820237272095655,28.222260000000006,43.19473666666667,19.216666666666665,2.865794440949625,1.1699556813385266,3.007466822948324,17.155555555555555,21.222222222222225,10.383056838161837,1.7392071343307947,0.7100283393531012,1.8251859519280986,9.311886013986014,11.809602705627704,3.18834626040626,1.4394596517062161,0.5876569420007705,1.5106202606927635,2.2253629970029967,4.29890212121212,49.355555555555554,7.435430695637584,3.0355018703565757,7.803005969978671,44.13888888888889,54.75041666666666
