config_id,algorithm,per,noisy,seed,env_seed,phase,episode,reward,success,steps,invalid,revisit,route_cost,optimal_cost,excess_cost,optimality_ratio,route_risk,route_difficulty,route_distance,lane,goal_lane,start,goal,terminated,truncated
DQN,DQN,0,0,0,42,train,1,-209.65699999999993,0,60,21,29,336.57,120.27,,,2.996,4.925,2127.94,L08,L02,L08_WP005,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,2,-208.285,0,60,22,32,242.85,83.57,,,2.81,5.261,1468,L02,L01,L02_WP013,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,3,-214.4859999999999,0,60,24,26,264.86,85.44,,,2.359,4.583,1622.3,L08,L08,L08_WP005,L08_WP020,0,1
DQN,DQN,0,0,0,42,train,4,-203.79899999999998,0,60,21,35,217.99,82.29,,,1.723,4.249,1326.99,L08,L02,L08_WP012,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,5,-212.106,0,60,24,24,261.06,6.79,,,2.17,4.494,1630.61,L08,L08,L08_WP019,L08_WP020,0,1
DQN,DQN,0,0,0,42,train,6,-189.16000000000008,0,60,18,29,281.6,126.86,,,2.854,5.453,1743.22,L02,L01,L02_WP005,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,7,-180.82000000000005,0,60,16,32,268.2,73.33,,,2.207,4.805,1696.43,L08,L08,L08_WP007,L08_WP020,0,1
DQN,DQN,0,0,0,42,train,8,83.46699999999998,1,9,1,3,67.33,47.01,20.32,1.4322,0.389,0.981,420.84,L02,L08,L02_WP020,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,9,-187.05900000000005,0,60,17,37,230.59,87.1,,,1.816,4.331,1462.5,L08,L02,L08_WP011,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,10,-161.84500000000003,0,60,10,43,268.45,63.27,,,2.245,5.149,1699.59,L08,L08,L08_WP009,L08_WP020,0,1
DQN,DQN,0,0,0,42,train,11,94.602,1,6,0,1,31.98,22.7,9.28,1.4088,0.255,0.708,187.3,L02,L02,L02_WP018,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,12,-178.86499999999995,0,60,15,38,238.65,101.07,,,2.182,5.924,1380.62,L02,L01,L02_WP010,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,13,-161.93599999999998,0,60,11,39,259.36,124.68,,,2.284,6.481,1499.59,L02,L08,L02_WP006,L08_WP020,0,1
DQN,DQN,0,0,0,42,train,14,-153.68300000000005,0,60,8,44,276.83,67.87,,,2.22,5.18,1769.08,L08,L08,L08_WP008,L08_WP020,0,1
DQN,DQN,0,0,0,42,train,15,81.99300000000001,1,12,2,0,56.07,56.07,0,1,0.507,1.388,309.99,L02,L02,L02_WP012,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,16,-146.908,0,60,6,46,289.08,110.08,,,2.541,7.225,1654.16,L02,L08,L02_WP009,L08_WP020,0,1
DQN,DQN,0,0,0,42,train,17,-151.39700000000005,0,60,6,51,283.97,82.29,,,2.145,4.946,1838.43,L08,L02,L08_WP012,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,18,91.64,1,11,0,0,61.6,61.6,0,1,0.547,1.514,340.5,L02,L02,L02_WP011,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,19,-128.51700000000002,0,60,2,46,305.17,95.55,,,2.534,5.504,1972.93,L08,L08,L08_WP003,L08_WP020,0,1
DQN,DQN,0,0,0,42,train,20,-127.87400000000002,0,60,0,55,308.74,91.93,,,2.333,5.263,2043.13,L08,L02,L08_WP010,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,21,82.488,1,20,0,0,135.12,135.12,0,1,0.996,2.706,787.39,L02,L08,L02_WP004,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,22,-13.044999999999973,1,59,2,50,412.45,54.21,358.24,7.6084,2.449,10.25,2433.08,L08,L02,L08_WP017,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,23,-154.15800000000002,0,60,1,51,561.58,60.51,,,2.484,6.346,3528.46,L08,L01,L08_WP015,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,24,95.972,1,2,0,0,36.28,36.28,0,1,0.107,0.319,232.96,L02,L08,L02_WP022,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,25,90.81700000000001,1,8,0,1,65.83,33.13,32.7,1.987,0.44,1.14,408.71,L02,L01,L02_WP022,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,26,55.99199999999999,1,36,0,18,188.08,98.84,89.24,1.9029,1.754,4.685,1105.76,L02,L02,L02_WP004,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,27,89.12799999999999,1,11,0,0,86.72,86.72,0,1,0.534,1.538,512.38,L02,L08,L02_WP013,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,28,78.32199999999999,1,17,1,4,92.78,67.87,24.91,1.367,0.801,2.306,546.52,L08,L08,L08_WP008,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,29,92.90199999999999,1,6,0,0,58.98,58.98,0,1,0.294,0.846,358.1,L02,L08,L02_WP018,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,30,79.42299999999999,1,18,1,0,119.77,119.77,0,1,0.876,2.389,695.45,L02,L08,L02_WP007,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,31,87.18499999999999,1,11,0,2,86.15,75.99,10.16,1.1337,0.492,1.499,513.53,L02,L08,L02_WP015,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,32,-119.41099999999999,0,60,0,54,234.11,48.93,,,2.809,11.131,1252.67,L08,L01,L08_WP017,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,33,-121.571,0,60,1,55,195.71,42.98,,,2.765,11.068,987.37,L08,L01,L08_WP018,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,34,86.293,1,18,0,0,101.07,101.07,0,1,0.952,2.612,573.78,L02,L01,L02_WP010,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,35,87.612,1,13,0,0,97.88,97.88,0,1,0.654,1.833,573.45,L02,L08,L02_WP011,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,36,-122.31599999999999,0,60,2,46,243.16,81.82,,,2.73,10.394,1340.31,L08,L01,L08_WP011,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,37,-140.791,0,60,2,53,357.91,108.16,,,3.03,8.034,1977.01,L08,L02,L08_WP007,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,38,80.792,1,16,1,0,110.08,110.08,0,1,0.762,2.156,634.41,L02,L08,L02_WP009,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,39,91.497,1,5,1,0,25.03,25.03,0,1,0.182,0.738,137.79,L08,L08,L08_WP016,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,40,91.74900000000001,1,11,0,0,60.51,60.51,0,1,0.569,1.709,347.74,L08,L01,L08_WP015,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,41,64.168,1,31,0,12,176.32,107.25,69.07,1.644,1.789,3.85,1054.34,L08,L08,L08_WP001,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,42,83.63300000000001,1,22,0,0,119.67,119.67,0,1,1.139,2.917,719.88,L08,L01,L08_WP004,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,43,93.307,1,9,0,0,48.93,48.93,0,1,0.483,1.354,279.22,L08,L01,L08_WP017,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,44,77.999,1,20,1,0,130.01,130.01,0,1,0.96,2.652,756.69,L02,L08,L02_WP005,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,45,91.473,1,11,0,0,63.27,63.27,0,1,0.561,1.559,374.97,L08,L08,L08_WP009,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,46,85.475,1,19,0,0,107.25,107.25,0,1,0.958,2.434,646.41,L08,L08,L08_WP001,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,47,99.272,1,1,0,0,5.28,5.28,0,1,0.06,0.074,31.36,L02,L02,L02_WP021,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,48,98.25699999999999,1,2,0,0,13.43,13.43,0,1,0.096,0.394,69.04,L08,L08,L08_WP018,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,49,82.16900000000001,1,16,1,2,76.31,70.84,5.47,1.0772,0.784,2.092,444.88,L08,L01,L08_WP013,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,50,82.89,1,23,0,0,125.1,125.1,0,1,1.207,2.994,753.93,L08,L01,L08_WP003,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,51,99.272,1,1,0,0,5.28,5.28,0,1,0.06,0.074,31.36,L02,L02,L02_WP021,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,52,88.365,1,12,0,0,92.35,92.35,0,1,0.614,1.707,542.94,L02,L08,L02_WP012,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,53,95.845,1,6,0,0,29.55,29.55,0,1,0.333,0.821,175.76,L08,L01,L08_WP020,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,54,95.244,1,3,0,0,41.56,41.56,0,1,0.167,0.393,264.32,L02,L08,L02_WP021,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,55,83.45100000000001,1,16,1,0,83.49,83.49,0,1,0.769,2.07,462.49,L02,L02,L02_WP007,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,56,93.654,1,8,0,0,47.46,47.46,0,1,0.388,1.185,273.83,L08,L08,L08_WP012,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,57,92.253,1,9,0,1,49.47,36.34,13.13,1.3613,0.468,1.377,279.3,L08,L01,L08_WP019,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,58,90.316,1,13,0,0,70.84,70.84,0,1,0.675,1.895,415.76,L08,L01,L08_WP013,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,59,83.63300000000001,1,22,0,0,119.67,119.67,0,1,1.139,2.917,719.88,L08,L01,L08_WP004,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,60,37.55699999999997,1,43,3,18,208.43,136.95,71.48,1.5219,1.928,6.098,1213.72,L08,L02,L08_WP002,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,61,90.704,1,6,1,0,30.96,30.96,0,1,0.236,0.888,171.98,L08,L08,L08_WP015,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,62,-123.39499999999998,0,60,1,48,283.95,60.83,,,2.793,5.316,1842.63,L02,L01,L02_WP017,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,63,-134.60599999999997,0,60,0,56,366.06,48.26,,,2.768,10.171,2102.64,L08,L02,L08_WP018,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,64,88.45599999999999,1,15,0,0,85.44,85.44,0,1,0.741,2.036,510.14,L08,L08,L08_WP005,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,65,-133.359,0,60,2,46,353.59,102.7,,,2.92,8.179,1995.14,L08,L02,L08_WP008,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,66,-143.304,0,60,2,55,363.04,41.62,,,2.878,8.297,2000.83,L08,L02,L08_WP019,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,67,-132.03299999999993,0,60,2,52,280.33,69.95,,,2.798,4.965,1817.82,L02,L08,L02_WP016,L08_WP020,0,1
DQN,DQN,0,0,0,42,train,68,35.14199999999996,1,46,0,30,256.58,114.68,141.9,2.2374,2.324,4.707,1605.69,L02,L08,L02_WP008,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,69,-116.81900000000002,0,60,1,38,318.19,148.39,,,3.234,6.198,1981.37,L02,L01,L02_WP001,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,70,98.527,1,2,0,0,10.73,10.73,0,1,0.11,0.208,62.69,L02,L02,L02_WP020,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,71,-114.16499999999998,0,60,0,51,211.65,76.12,,,2.823,10.992,1100.09,L08,L02,L08_WP013,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,72,84.16000000000001,1,15,1,0,78.4,78.4,0,1,0.732,2.003,431.95,L02,L02,L02_WP008,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,73,-126.76999999999998,0,60,2,47,277.7,41.56,,,2.742,5.202,1810.87,L02,L08,L02_WP021,L08_WP020,0,1
DQN,DQN,0,0,0,42,train,74,-116.42799999999998,0,60,0,54,204.28,59.86,,,2.814,11.232,1041.55,L08,L02,L08_WP016,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,75,-118.56200000000003,0,60,1,42,295.62,126.86,,,2.73,6.342,1829.31,L02,L01,L02_WP005,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,76,-124.25800000000002,0,60,0,46,362.58,113.82,,,3.068,8.446,2062.18,L08,L02,L08_WP006,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,77,-114.752,0,60,1,45,227.52,102.7,,,2.787,10.436,1221.28,L08,L02,L08_WP008,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,78,-114.87300000000005,0,60,0,43,298.73,126.86,,,2.975,6.381,1863.42,L02,L01,L02_WP005,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,79,90.316,1,13,0,0,70.84,70.84,0,1,0.675,1.895,415.76,L08,L01,L08_WP013,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,80,93.654,1,8,0,0,47.46,47.46,0,1,0.388,1.185,273.83,L08,L08,L08_WP012,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,81,99.121,1,1,0,0,6.79,6.79,0,1,0.043,0.174,34.54,L08,L08,L08_WP019,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,82,95.904,1,5,0,0,30.96,30.96,0,1,0.236,0.888,171.98,L08,L08,L08_WP015,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,83,-125.855,0,60,0,47,368.55,108.16,,,2.917,8.527,2063.92,L08,L02,L08_WP007,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,84,77.38799999999999,1,18,2,0,90.12,90.12,0,1,0.806,2.096,544.12,L08,L08,L08_WP004,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,85,81.70500000000001,1,10,2,2,42.95,33.67,9.28,1.2756,0.307,0.952,249.35,L02,L02,L02_WP016,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,86,97.46199999999999,1,3,0,0,19.38,19.38,0,1,0.15,0.533,103.46,L08,L08,L08_WP017,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,87,95.244,1,3,0,0,41.56,41.56,0,1,0.167,0.393,264.32,L02,L08,L02_WP021,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,88,-137.14999999999998,0,60,2,49,361.5,60.51,,,2.548,8.489,1989.84,L08,L01,L08_WP015,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,89,-130.24099999999999,0,60,0,51,372.41,54.58,,,2.632,8.885,2062.12,L08,L01,L08_WP016,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,90,36.76999999999998,1,38,2,28,176.3,43.86,132.44,4.0196,1.85,3.364,1143.55,L02,L01,L02_WP020,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,91,-124.603,0,60,2,44,286.03,110.08,,,2.983,6.483,1789.07,L02,L08,L02_WP009,L08_WP020,0,1
DQN,DQN,0,0,0,42,train,92,82.76,1,17,1,0,88.4,88.4,0,1,0.804,2.191,493.08,L02,L02,L02_WP006,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,93,58.25099999999999,1,30,0,18,177.49,92.35,85.14,1.9219,1.505,3.138,1107.41,L02,L08,L02_WP012,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,94,85.01,1,20,0,0,109.9,109.9,0,1,1.022,2.617,615.99,L02,L02,L02_WP002,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,95,90.067,1,13,0,0,73.33,73.33,0,1,0.611,1.723,442.42,L08,L08,L08_WP007,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,96,83.74000000000001,1,19,0,2,104.6,92.82,11.78,1.1269,1.013,2.656,619.58,L08,L01,L08_WP009,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,97,-117.73100000000002,0,60,0,43,327.31,140.33,,,3.356,7.616,1992.33,L02,L08,L02_WP003,L08_WP020,0,1
DQN,DQN,0,0,0,42,train,98,95.433,1,6,0,0,33.67,33.67,0,1,0.239,0.771,187.19,L02,L02,L02_WP016,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,99,50.167,1,39,0,20,220.33,107.25,113.08,2.0544,2.102,4.832,1320.16,L08,L08,L08_WP001,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,100,83.928,1,12,1,0,86.72,86.72,0,1,0.534,1.538,512.38,L02,L08,L02_WP013,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,101,98.25699999999999,1,2,0,0,13.43,13.43,0,1,0.096,0.394,69.04,L08,L08,L08_WP018,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,102,74.897,1,19,2,2,93.03,83.57,9.46,1.1132,0.88,2.308,544.94,L02,L01,L02_WP013,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,103,88.71199999999999,1,12,0,2,68.88,57.1,11.78,1.2063,0.612,1.688,410.14,L08,L08,L08_WP010,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,104,79.285,1,23,0,1,151.15,140.33,10.82,1.0771,1.194,3.009,879.73,L02,L08,L02_WP003,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,105,-114.82500000000005,0,60,1,38,298.25,143.03,,,2.85,6.907,1817.93,L02,L01,L02_WP002,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,106,-124.58100000000002,0,60,0,47,355.81,102.88,,,2.855,8.111,2050.29,L08,L01,L08_WP007,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,107,93.90700000000001,1,8,0,0,44.93,44.93,0,1,0.36,1.075,248.78,L02,L02,L02_WP014,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,108,85.475,1,19,0,0,107.25,107.25,0,1,0.958,2.434,646.41,L08,L08,L08_WP001,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,109,-130.526,0,60,1,49,345.26,92.82,,,3.071,8.073,2017.9,L08,L01,L08_WP009,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,110,-136.24200000000002,0,60,2,51,332.42,124.95,,,2.761,7.031,1967.16,L08,L02,L08_WP004,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,111,-130.691,0,60,0,47,416.91,97.42,,,2.925,8.819,2468.42,L08,L01,L08_WP008,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,112,-128.60100000000003,0,60,1,46,356.01,102.7,,,3.057,8.252,2027.53,L08,L02,L08_WP008,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,113,-125.71600000000005,0,60,1,44,347.16,114.99,,,3.058,8.004,2018.3,L08,L01,L08_WP005,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,114,-136.31900000000005,0,60,3,45,343.19,102.7,,,2.994,8.071,1959.73,L08,L02,L08_WP008,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,115,92.973,1,9,0,0,52.27,52.27,0,1,0.447,1.308,307.59,L08,L08,L08_WP011,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,116,99.272,1,1,0,0,5.28,5.28,0,1,0.06,0.074,31.36,L02,L02,L02_WP021,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,117,70.565,1,25,2,2,124.35,115.26,9.09,1.0789,1.182,2.957,707.79,L02,L02,L02_WP001,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,118,85.475,1,19,0,0,107.25,107.25,0,1,0.958,2.434,646.41,L08,L08,L08_WP001,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,119,95.433,1,6,0,0,33.67,33.67,0,1,0.239,0.771,187.19,L02,L02,L02_WP016,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,120,87.96000000000001,1,16,0,0,88.4,88.4,0,1,0.804,2.191,493.08,L02,L02,L02_WP006,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,121,93.758,1,5,0,0,52.42,52.42,0,1,0.261,0.637,326.91,L02,L08,L02_WP019,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,122,92.90199999999999,1,6,0,0,58.98,58.98,0,1,0.294,0.846,358.1,L02,L08,L02_WP018,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,123,93.654,1,8,0,0,47.46,47.46,0,1,0.388,1.185,273.83,L08,L08,L08_WP012,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,124,80.877,1,13,1,2,95.23,82.29,12.94,1.1572,0.539,1.669,575.87,L08,L02,L08_WP012,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,125,-121.14100000000005,0,60,3,36,281.41,72.84,,,2.699,6.371,1764.05,L02,L01,L02_WP015,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,126,-140.528,0,60,2,56,325.28,131.67,,,3.377,7.955,1979.68,L08,L01,L08_WP002,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,127,99.272,1,1,0,0,5.28,5.28,0,1,0.06,0.074,31.36,L02,L02,L02_WP021,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,128,83.61800000000001,1,16,1,0,81.82,81.82,0,1,0.78,2.129,483.34,L08,L01,L08_WP011,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,129,97.786,1,3,0,0,16.14,16.14,0,1,0.154,0.318,93.96,L02,L02,L02_WP019,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,130,89.36000000000001,1,14,0,0,78.4,78.4,0,1,0.732,2.003,431.95,L02,L02,L02_WP008,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,131,89.09,1,11,0,0,87.1,87.1,0,1,0.51,1.501,540.54,L08,L02,L08_WP011,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,132,-126.42600000000003,0,60,1,50,294.26,143.03,,,3.158,7.359,1804.47,L02,L01,L02_WP002,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,133,92.542,1,10,0,0,54.58,54.58,0,1,0.515,1.559,313.54,L08,L01,L08_WP016,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,134,-121.33999999999996,0,60,0,49,303.4,47.01,,,2.757,6.723,1855.52,L02,L08,L02_WP020,L08_WP020,0,1
DQN,DQN,0,0,0,42,train,135,95.845,1,6,0,0,29.55,29.55,0,1,0.333,0.821,175.76,L08,L01,L08_WP020,L01_WP006,1,0
DQN,DQN,0,0,0,42,train,136,86.184,1,15,0,0,108.16,108.16,0,1,0.674,1.916,675.38,L08,L02,L08_WP007,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,137,-125.60800000000002,0,60,2,44,296.08,135.12,,,2.761,7.002,1788.71,L02,L08,L02_WP004,L08_WP020,0,1
DQN,DQN,0,0,0,42,train,138,-125.44000000000001,0,60,1,44,344.4,114.99,,,2.943,8.491,2021.58,L08,L01,L08_WP005,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,139,96.117,1,2,0,0,34.83,34.83,0,1,0.063,0.193,232.96,L08,L02,L08_WP020,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,140,95.23599999999999,1,6,0,0,35.64,35.64,0,1,0.288,0.965,206.05,L08,L08,L08_WP014,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,141,72.398,1,21,0,10,134.02,86.72,47.3,1.5454,1.029,2.333,825.97,L02,L08,L02_WP013,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,142,90.81299999999999,1,12,0,0,67.87,67.87,0,1,0.59,1.648,408.67,L08,L08,L08_WP008,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,143,-230.8719999999999,0,60,30,20,188.72,98.84,,,1.791,4.443,1068.75,L02,L02,L02_WP004,L02_WP022,0,1
DQN,DQN,0,0,0,42,train,144,83.236,1,16,0,2,115.64,102.7,12.94,1.126,0.741,2.132,710.71,L08,L02,L08_WP008,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,145,75.07499999999999,1,21,2,0,107.25,107.25,0,1,0.958,2.434,646.41,L08,L08,L08_WP001,L08_WP020,1,0
DQN,DQN,0,0,0,42,train,146,92.814,1,6,0,0,59.86,59.86,0,1,0.245,0.931,370.74,L08,L02,L08_WP016,L02_WP022,1,0
DQN,DQN,0,0,0,42,train,147,-127.44700000000002,0,60,2,47,284.47,55.83,,,2.678,5.652,1804.75,L02,L01,L02_WP018,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,148,-132.21,0,60,2,49,312.1,148.39,,,3.617,7.287,1922.94,L02,L01,L02_WP001,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,149,-128.768,0,60,2,42,347.68,119.67,,,2.801,9.224,1989.61,L08,L01,L08_WP004,L01_WP006,0,1
DQN,DQN,0,0,0,42,train,150,95.433,1,6,0,0,33.67,33.67,0,1,0.239,0.771,187.19,L02,L02,L02_WP016,L02_WP022,1,0
DQN,DQN,0,0,1,43,train,1,-232.48599999999988,0,60,29,21,244.86,67.73,,,2.713,4.646,1561.03,L02,L01,L02_WP015,L01_WP006,0,1
DQN,DQN,0,0,1,43,train,2,-221.363,0,60,25,24,303.63,88.65,,,3.339,5.369,1987.06,L02,L01,L02_WP011,L01_WP006,0,1
DQN,DQN,0,0,1,43,train,3,-239.05499999999998,0,60,32,20,170.55,47.92,,,1.68,3.792,1030.25,L08,L01,L08_WP017,L01_WP006,0,1
DQN,DQN,0,0,1,43,train,4,-245.88499999999988,0,60,33,18,208.85,146.23,,,1.713,3.641,1319.66,L08,L02,L08_WP001,L02_WP022,0,1
DQN,DQN,0,0,1,43,train,5,-59.22900000000004,1,50,24,16,132.29,51.51,80.78,2.5682,1.349,3.599,804.51,L02,L02,L02_WP012,L02_WP022,1,0
DQN,DQN,0,0,1,43,train,6,-258.9759999999999,0,60,36,17,199.76,83.17,,,1.586,3.543,1214.63,L08,L02,L08_WP012,L02_WP022,0,1
DQN,DQN,0,0,1,43,train,7,-251.82899999999995,0,60,34,19,208.29,80.66,,,2.255,4.076,1409.02,L02,L08,L02_WP013,L08_WP020,0,1
DQN,DQN,0,0,1,43,train,8,-286.87199999999984,0,60,46,7,78.72,39.67,,,0.703,1.993,472.7,L08,L08,L08_WP013,L08_WP020,0,1
DQN,DQN,0,0,1,43,train,9,-252.10599999999988,0,60,37,11,141.06,94.95,,,1.422,3.628,913.37,L02,L01,L02_WP010,L01_WP006,0,1
DQN,DQN,0,0,1,43,train,10,-210.928,0,60,23,24,299.28,72.12,,,3.052,6.427,1951.75,L02,L01,L02_WP014,L01_WP006,0,1
DQN,DQN,0,0,1,43,train,11,-254.76399999999984,0,60,36,20,127.64,82.03,,,0.961,3.26,809.04,L08,L01,L08_WP011,L01_WP006,0,1
DQN,DQN,0,0,1,43,train,12,-296.3479999999998,0,60,47,9,103.48,36.51,,,0.751,1.595,634.12,L08,L01,L08_WP019,L01_WP006,0,1
DQN,DQN,0,0,1,43,train,13,-311.07499999999976,0,60,52,4,50.75,44.51,,,0.384,1.275,332.69,L02,L08,L02_WP020,L08_WP020,0,1
DQN,DQN,0,0,1,43,train,14,-329.64899999999966,0,60,57,1,16.49,41.73,,,0.182,0.563,93.87,L02,L01,L02_WP020,L01_WP006,0,1
DQN,DQN,0,0,1,43,train,15,-317.45599999999973,0,60,54,2,34.56,83.17,,,0.261,0.903,202.23,L08,L02,L08_WP012,L02_WP022,0,1
DQN,DQN,0,0,1,43,train,16,-333.2099999999997,0,60,58,0,12.1,139.44,,,0.094,0.249,68.24,L08,L01,L08_WP001,L01_WP006,0,1
DQN,DQN,0,0,1,43,train,17,-324.1799999999997,0,60,56,0,21.8,63.53,,,0.252,0.631,124.5,L02,L01,L02_WP016,L01_WP006,0,1
