metric,effect,F,p_value,partial_eta2
success_rate,agent,17.330649878826723,3.437036914862893e-12,0.26127664828380953
success_rate,condition,2.3209448731162294,0.1008735383095913,0.023135197500897847
success_rate,seed,4.767542271372461,1.6553798118513363e-07,0.2540312525974565
success_rate,agent:condition,1.1627928354550254,0.3235647390982638,0.045310455604369845
mean_reward,agent,27.463408306036026,4.16342837706944e-18,0.35917060087247066
mean_reward,condition,6.712713821623786,0.0015143027849621425,0.06410600562849296
mean_reward,seed,4.743927459204454,1.8334002530504852e-07,0.25309143292031283
mean_reward,agent:condition,0.9293032971703639,0.4933427032042521,0.03654458347955493
collision_rate,agent,1.9995360082053184,0.09611158835052327,0.03920694509619877
collision_rate,condition,171.26606266331305,9.601888639571852e-44,0.6360477104664394
collision_rate,seed,5.9631248626340065,9.895168193563983e-10,0.2987069861890956
collision_rate,agent:condition,1.323878482991035,0.23349051956526343,0.051265671957952064
collisions_per_ep,agent,7.001192146910971,2.742577206347123e-05,0.12501862689894822
collisions_per_ep,condition,126.64258993591402,4.942308615854472e-36,0.5637514683749087
collisions_per_ep,seed,6.540236258296758,8.769906099463264e-11,0.3184109557481346
collisions_per_ep,agent:condition,2.8046382250141537,0.005790898816320518,0.10271654954376161
iala_violations,agent,47.504710994875126,7.011101749855906e-28,0.49225276678356006
iala_violations,condition,1267.0224170387112,7.878737349300722e-113,0.9282063072542047
iala_violations,seed,3.9355514484570646,6.105156766160229e-06,0.21942740148062898
iala_violations,agent:condition,23.588710657658208,4.0324959376598434e-25,0.49052491395715275
cte_mean,agent,4.3499232093177005,0.00215718475316518,0.08153569766634593
cte_mean,condition,3.746987201250543,0.02529546700644227,0.036826517465713124
cte_mean,seed,3.1383966958462763,0.00018923960524906816,0.18312078729085024
cte_mean,agent:condition,0.19403816906123322,0.9914882253634425,0.007857692927045872
docking_accuracy,agent,0.6098001013442919,0.6560901874336912,0.013369935846886527
docking_accuracy,condition,529.4174392782602,4.011596910416293e-76,0.8547021858072527
docking_accuracy,seed,1.3805591189085828,0.1664334972072293,0.09696502435791644
docking_accuracy,agent:condition,0.6224462146886764,0.7582981129083,0.026919565901866546
optimality_ratio,agent,19.64186487591343,1.9741766465489907e-13,0.3038567175253679
optimality_ratio,condition,62.131769111007316,3.0341248218995123e-21,0.408407589513214
optimality_ratio,seed,2.4711704006742665,0.0032072174226838693,0.16121606853343895
optimality_ratio,agent:condition,5.236932450378999,6.6857030266204685e-06,0.18880719631660067
