config_id,algorithm,noise_std,packet_error_rate,seed,env_seed,phase,episode,reward,success,steps,invalid,revisit,route_cost,optimal_cost,excess_cost,optimality_ratio,route_risk,route_difficulty,route_distance,collisions,collision_flag,cte_mean,iala_violations,dropped_frames,docking_accuracy,lane,goal_lane,start,goal,terminated,truncated
DQN_n0_p0,DQN,0,0,0,42,train,1,-220.1736,0,60,21,27,369.68,120.27,,,3.259,5.187,2334.45,0,0,33.1877,0,0,,L08,L02,L08_WP005,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,2,-249.3959,0,60,31,17,197.34,83.57,,,1.961,3.425,1194.26,0,0,115.4401,0,0,,L02,L01,L02_WP013,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,3,-236.3516,0,60,27,26,332.14,85.44,,,2.853,4.286,2126.59,0,0,2.0915,0,0,,L08,L08,L08_WP005,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,4,-305.0376,0,60,42,14,160.25,82.29,,,1.469,2.237,1011.44,0,0,78.9742,0,0,,L08,L02,L08_WP012,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,5,119.121,1,1,0,0,6.79,6.79,0,1,0.043,0.174,34.54,0,0,0,0,0,0,L08,L08,L08_WP019,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,6,-261.1088,0,60,32,19,277.89,126.86,,,3.74,3.934,1774.71,0,0,33.0057,0,0,,L02,L01,L02_WP005,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,7,-261.3512,0,60,35,17,225.61,73.33,,,1.965,3.074,1451.45,0,0,17.238,0,0,,L08,L08,L08_WP007,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,8,-290.6272,0,60,45,9,76.49,47.01,,,0.631,1.817,467.27,0,0,53.4883,0,0,,L02,L08,L02_WP020,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,9,-318.564,0,60,42,10,186.64,87.1,,,1.731,2.166,1216.05,0,0,127.7373,0,0,,L08,L02,L08_WP011,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,10,-289.2635,0,60,44,9,149.56,63.27,,,1.268,1.981,946.07,0,0,7.7398,0,0,,L08,L08,L08_WP009,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,11,-323.0578,0,60,49,2,74.59,22.7,,,0.938,1.492,490.25,0,0,140.868,0,0,,L02,L02,L02_WP018,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,12,-315.9538,0,60,51,5,109.3,101.07,,,1.218,1.509,732.91,0,0,35.6378,0,0,,L02,L01,L02_WP010,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,13,-322.475,0,60,55,3,24.75,124.68,,,0.232,0.69,152.85,0,0,0,0,0,,L02,L08,L02_WP006,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,14,-337.46,0,60,59,0,4.6,67.87,,,0.029,0.089,33.7,0,0,0,0,0,,L08,L08,L08_WP008,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,15,-342,0,60,60,0,0,56.07,,,0,0,0,0,0,0,0,0,,L02,L02,L02_WP012,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,16,-332.8291,0,60,55,2,88.16,110.08,,,1.226,1.038,610.8,0,0,26.1409,0,0,,L02,L08,L02_WP009,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,17,-340.8162,0,60,59,0,6.66,82.29,,,0.029,0.162,33.75,0,0,19.6887,0,0,,L08,L02,L08_WP012,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,18,-337.553,0,60,59,0,5.53,61.6,,,0.04,0.126,30.51,0,0,0,0,0,,L02,L02,L02_WP011,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,19,-123.668,0,60,1,46,306.68,95.55,,,2.43,5.428,2006.86,0,0,0,0,0,,L08,L08,L08_WP003,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,20,-142.0223,0,60,2,52,330.16,91.93,,,3.289,7.011,1956.49,0,0,13.9383,0,0,,L08,L02,L08_WP010,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,21,-195.4627,0,60,13,44,248.67,135.12,,,2.057,5.626,1448.06,0,0,75.1509,0,0,,L02,L08,L02_WP004,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,22,-153.5088,0,60,0,57,309.3,54.21,,,2.295,5.287,2044.56,0,0,83.9321,0,0,,L08,L02,L08_WP017,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,23,-130.8368,0,60,0,52,321.28,60.51,,,2.379,5.99,2076.2,0,0,13.6279,0,0,,L08,L01,L08_WP015,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,24,90.972,1,2,0,0,36.28,36.28,0,1,0.107,0.319,232.96,1,1,0,0,0,0,L02,L08,L02_WP022,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,25,90.487,1,6,0,0,33.13,33.13,0,1,0.354,0.93,202.8,1,1,0,0,0,0,L02,L01,L02_WP022,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,26,-147.5512,0,60,1,56,289.36,98.84,,,3.476,6.369,1815.73,0,0,36.2931,0,0,,L02,L02,L02_WP004,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,27,57.1365,1,27,0,14,167.69,86.72,80.97,1.9337,1.288,3.648,1003.41,1,1,4.5257,0,0,0,L02,L08,L02_WP013,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,28,46.443,1,44,2,30,247.57,67.87,179.7,3.6477,1.835,7.663,1438.32,0,0,0,0,0,0,L08,L08,L08_WP008,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,29,29.5328,1,34,0,24,199.94,58.98,140.96,3.39,1.582,4.478,1220.19,1,1,78.2499,0,0,0,L02,L08,L02_WP018,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,30,-6.0514,1,60,1,40,330.46,119.77,210.69,2.7591,2.535,7.174,1981.99,1,1,26.4562,0,0,0,L02,L08,L02_WP007,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,31,85.601,1,9,0,0,75.99,75.99,0,1,0.404,1.264,451,1,1,0,0,0,0,L02,L08,L02_WP015,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,32,107.637,1,11,0,2,81.63,48.93,32.7,1.6683,0.569,1.564,485.13,0,0,0,0,0,0,L08,L01,L08_WP017,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,33,47.422,1,13,1,3,114.09,42.98,71.11,2.6545,0.599,1.727,710.71,2,1,10.8333,0,0,0,L08,L01,L08_WP018,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,34,22.091,1,52,0,34,285.09,101.07,184.02,2.8207,2.326,7.035,1612.75,1,1,0,0,0,0,L02,L01,L02_WP010,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,35,75.727,1,17,0,4,118.73,97.88,20.85,1.213,0.85,2.347,695.6,1,1,0,0,0,0,L02,L08,L02_WP011,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,36,89.524,1,20,3,2,94.76,81.82,12.94,1.1582,0.868,2.42,552.42,0,0,0,0,0,0,L08,L01,L08_WP011,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,37,-167.909,0,60,2,44,719.09,108.16,,,2.46,6.429,4521.42,0,0,0,0,0,,L08,L02,L08_WP007,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,38,70.54,1,21,0,6,142.6,110.08,32.52,1.2954,0.996,2.942,817.47,1,1,0,0,0,0,L02,L08,L02_WP009,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,39,116.697,1,4,0,0,25.03,25.03,0,1,0.182,0.738,137.79,0,0,0,0,0,0,L08,L08,L08_WP016,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,40,99.8741,1,16,1,3,81.03,60.51,20.52,1.3391,0.721,2.053,484.02,0,0,4.5426,0,0,0,L08,L01,L08_WP015,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,41,105.475,1,19,0,0,107.25,107.25,0,1,0.958,2.434,646.41,0,0,0,0,0,0,L08,L08,L08_WP001,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,42,103.633,1,22,0,0,119.67,119.67,0,1,1.139,2.917,719.88,0,0,0,0,0,0,L08,L01,L08_WP004,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,43,50.859,1,42,1,32,237.41,48.93,188.48,4.852,2.387,5.77,1380.82,0,0,0,0,0,0,L08,L01,L08_WP017,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,44,-147.1842,0,60,0,56,287.78,130.01,,,3.702,6.273,1845.92,0,0,56.9439,0,0,,L02,L08,L02_WP005,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,45,111.473,1,11,0,0,63.27,63.27,0,1,0.561,1.559,374.97,0,0,0,0,0,0,L08,L08,L08_WP009,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,46,100.275,1,20,1,0,107.25,107.25,0,1,0.958,2.434,646.41,0,0,0,0,0,0,L08,L08,L08_WP001,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,47,119.272,1,1,0,0,5.28,5.28,0,1,0.06,0.074,31.36,0,0,0,0,0,0,L02,L02,L02_WP021,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,48,118.257,1,2,0,0,13.43,13.43,0,1,0.096,0.394,69.04,0,0,0,0,0,0,L08,L08,L08_WP018,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,49,110.316,1,13,0,0,70.84,70.84,0,1,0.675,1.895,415.76,0,0,0,0,0,0,L08,L01,L08_WP013,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,50,94.076,1,26,1,2,137.24,125.1,12.14,1.097,1.321,3.281,821.82,0,0,0,0,0,0,L08,L01,L08_WP003,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,51,119.272,1,1,0,0,5.28,5.28,0,1,0.06,0.074,31.36,0,0,0,0,0,0,L02,L02,L02_WP021,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,52,83.365,1,12,0,0,92.35,92.35,0,1,0.614,1.707,542.94,1,1,0,0,0,0,L02,L08,L02_WP012,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,53,115.845,1,6,0,0,29.55,29.55,0,1,0.333,0.821,175.76,0,0,0,0,0,0,L08,L01,L08_WP020,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,54,86.898,1,5,0,2,51.02,41.56,9.46,1.2276,0.266,0.552,327.03,1,1,0,0,0,0,L02,L08,L02_WP021,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,55,88.797,1,27,0,12,138.03,83.49,54.54,1.6533,1.393,3.27,828.47,0,0,0,0,0,0,L02,L02,L02_WP007,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,56,110.118,1,10,0,2,58.82,47.46,11.36,1.2394,0.482,1.438,342.23,0,0,0,0,0,0,L08,L08,L08_WP012,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,57,109.766,1,8,1,0,36.34,36.34,0,1,0.376,0.995,210.3,0,0,0,0,0,0,L08,L01,L08_WP019,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,58,110.316,1,13,0,0,70.84,70.84,0,1,0.675,1.895,415.76,0,0,0,0,0,0,L08,L01,L08_WP013,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,59,89.635,1,26,2,2,131.65,119.67,11.98,1.1001,1.222,3.318,788.52,0,0,0,0,0,0,L08,L01,L08_WP004,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,60,-130.189,0,60,4,38,301.89,136.95,,,2.189,6.369,1893.05,0,0,0,0,0,,L08,L02,L08_WP002,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,61,110.704,1,6,1,0,30.96,30.96,0,1,0.236,0.888,171.98,0,0,0,0,0,0,L08,L08,L08_WP015,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,62,36.5956,1,38,1,25,207.05,60.83,146.22,3.4037,1.846,3.651,1317.56,1,1,2.7826,0,0,0,L02,L01,L02_WP017,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,63,75.1467,1,14,0,9,78.06,48.26,29.8,1.6175,0.629,2.477,447.6,1,1,5.2001,0,0,0,L08,L02,L08_WP018,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,64,108.456,1,15,0,0,85.44,85.44,0,1,0.741,2.036,510.14,0,0,0,0,0,0,L08,L08,L08_WP005,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,65,-134.549,0,60,2,46,365.49,102.7,,,2.614,8.341,1997.47,0,0,0,0,0,,L08,L02,L08_WP008,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,66,-141.984,0,60,1,55,388.61,41.62,,,2.621,9.07,2094.41,0,0,2.8325,0,0,,L08,L02,L08_WP019,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,67,69.675,1,18,0,10,117.25,69.95,47.3,1.6762,0.841,1.885,733.74,1,1,0,0,0,0,L02,L08,L02_WP016,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,68,34.7105,1,35,2,22,212.47,114.68,97.79,1.8527,2.003,3.532,1354.54,1,1,0.0771,0,0,0,L02,L08,L02_WP008,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,69,-114.78,0,60,1,38,297.8,148.39,,,2.899,6.018,1838.21,0,0,0,0,0,,L02,L01,L02_WP001,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,70,115.8504,1,4,0,1,20.89,10.73,10.16,1.9469,0.198,0.443,125.22,0,0,7.8171,0,0,0,L02,L02,L02_WP020,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,71,-133.071,0,60,0,53,380.71,76.12,,,2.859,9.706,2068.63,0,0,0,0,0,,L08,L02,L08_WP013,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,72,109.36,1,14,0,0,78.4,78.4,0,1,0.732,2.003,431.95,0,0,0,0,0,0,L02,L02,L02_WP008,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,73,-189.0682,0,60,2,47,299.12,41.56,,,2.554,6.757,1789.54,0,0,174.9429,0,0,,L02,L08,L02_WP021,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,74,27.8585,1,44,0,36,216.03,59.86,156.17,3.6089,1.98,7.513,1163.77,1,1,6.2874,0,0,0,L08,L02,L08_WP016,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,75,-155.6578,0,60,3,36,342.89,126.86,,,2.703,6.847,1991.95,1,1,35.0621,0,0,,L02,L01,L02_WP005,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,76,-127.876,0,60,1,45,358.76,113.82,,,2.948,8.246,2028.29,0,0,0,0,0,,L08,L02,L08_WP006,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,77,-129.713,0,60,1,47,357.13,102.7,,,3.074,8.536,2028.8,0,0,0,0,0,,L08,L02,L08_WP008,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,78,-121.8453,0,60,1,41,326.23,126.86,,,3.145,7.487,1973.25,0,0,1.8996,0,0,,L02,L01,L02_WP005,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,79,36.436,1,53,0,40,329.64,70.84,258.8,4.6533,2.435,7.715,1797.32,0,0,0,0,0,0,L08,L01,L08_WP013,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,80,113.654,1,8,0,0,47.46,47.46,0,1,0.388,1.185,273.83,0,0,0,0,0,0,L08,L08,L08_WP012,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,81,119.121,1,1,0,0,6.79,6.79,0,1,0.043,0.174,34.54,0,0,0,0,0,0,L08,L08,L08_WP019,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,82,115.904,1,5,0,0,30.96,30.96,0,1,0.236,0.888,171.98,0,0,0,0,0,0,L08,L08,L08_WP015,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,83,-128.662,0,60,1,46,356.62,108.16,,,2.655,8.313,2025.46,0,0,0,0,0,,L08,L02,L08_WP007,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,84,107.788,1,16,0,0,90.12,90.12,0,1,0.806,2.096,544.12,0,0,0,0,0,0,L08,L08,L08_WP004,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,85,115.433,1,6,0,0,33.67,33.67,0,1,0.239,0.771,187.19,0,0,0,0,0,0,L02,L02,L02_WP016,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,86,117.462,1,3,0,0,19.38,19.38,0,1,0.15,0.533,103.46,0,0,0,0,0,0,L08,L08,L08_WP017,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,87,-205.2816,0,60,0,50,332.91,41.56,,,4.015,8.172,1985.35,0,0,328.0088,0,0,,L02,L08,L02_WP021,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,88,-135.668,0,60,0,55,386.68,60.51,,,2.661,8.953,2071.55,0,0,0,0,0,,L08,L01,L08_WP015,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,89,-152.926,0,60,5,51,349.26,54.58,,,2.59,8.237,1897.97,0,0,0,0,0,,L08,L01,L08_WP016,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,90,-135.9092,0,60,2,55,288.34,43.86,,,2.575,5.827,1817.48,0,0,0.5391,0,0,,L02,L01,L02_WP020,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,91,-121.394,0,60,0,48,313.94,110.08,,,3.217,7.886,1852.67,0,0,0,0,0,,L02,L08,L02_WP009,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,92,102.76,1,17,1,0,88.4,88.4,0,1,0.804,2.191,493.08,0,0,0,0,0,0,L02,L02,L02_WP006,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,93,-127.3132,0,60,1,48,305.94,92.35,,,2.62,6.953,1834.8,0,0,2.5856,0,0,,L02,L08,L02_WP012,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,94,102.0406,1,22,0,1,120.55,109.9,10.65,1.0969,1.108,2.86,677.61,0,0,1.4005,0,0,0,L02,L02,L02_WP002,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,95,106.489,1,15,0,2,85.11,73.33,11.78,1.1606,0.73,1.999,511.27,0,0,0,0,0,0,L08,L08,L08_WP007,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,96,-145.204,0,60,5,44,342.04,92.82,,,2.652,7.965,1893.43,0,0,0,0,0,,L08,L01,L08_WP009,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,97,-136.4962,0,60,2,51,289.3,140.33,,,3.301,6.307,1783.49,0,0,13.2748,0,0,,L02,L08,L02_WP003,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,98,115.433,1,6,0,0,33.67,33.67,0,1,0.239,0.771,187.19,0,0,0,0,0,0,L02,L02,L02_WP016,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,99,105.475,1,19,0,0,107.25,107.25,0,1,0.958,2.434,646.41,0,0,0,0,0,0,L08,L08,L08_WP001,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,100,-128.118,0,60,1,51,301.18,86.72,,,2.495,6.761,1843.54,0,0,0,0,0,,L02,L08,L02_WP013,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,101,118.257,1,2,0,0,13.43,13.43,0,1,0.096,0.394,69.04,0,0,0,0,0,0,L08,L08,L08_WP018,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,102,-128.211,0,60,1,51,302.11,83.57,,,2.481,6.677,1844.46,0,0,0,0,0,,L02,L01,L02_WP013,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,103,108.743,1,12,0,2,68.57,57.1,11.47,1.2009,0.581,1.697,408.79,0,0,0,0,0,0,L08,L08,L08_WP010,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,104,-116.4105,0,60,0,40,309.85,140.33,,,2.831,7.18,1861.37,0,0,3.5931,0,0,,L02,L08,L02_WP003,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,105,-130.5701,0,60,3,42,293.44,143.03,,,3.315,7.199,1746.62,0,0,2.7028,0,0,,L02,L01,L02_WP002,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,106,-126.033,0,60,0,47,370.33,102.88,,,2.87,8.534,2064.31,0,0,0,0,0,,L08,L01,L08_WP007,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,107,113.907,1,8,0,0,44.93,44.93,0,1,0.36,1.075,248.78,0,0,0,0,0,0,L02,L02,L02_WP014,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,108,75.152,1,34,1,14,190.48,107.25,83.23,1.776,1.441,3.806,1120.11,0,0,0,0,0,0,L08,L08,L08_WP001,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,109,72.187,1,36,1,18,176.13,92.82,83.31,1.8975,1.691,5.304,972.64,0,0,0,0,0,0,L08,L01,L08_WP009,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,110,-125.233,0,60,1,43,352.33,124.95,,,3.07,8.197,2023.41,0,0,0,0,0,,L08,L02,L08_WP004,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,111,53.436,1,45,1,26,265.64,97.42,168.22,2.7268,2.067,6.252,1482.44,0,0,0,0,0,0,L08,L01,L08_WP008,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,112,-137.15,0,60,3,45,351.5,102.7,,,2.781,8.267,1961.25,0,0,0,0,0,,L08,L02,L08_WP008,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,113,-127.982,0,60,1,44,369.82,114.99,,,2.673,8.426,2029.81,0,0,0,0,0,,L08,L01,L08_WP005,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,114,-140.276,0,60,4,44,342.76,102.7,,,2.821,8.358,1925.9,0,0,0,0,0,,L08,L02,L08_WP008,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,115,112.973,1,9,0,0,52.27,52.27,0,1,0.447,1.308,307.59,0,0,0,0,0,0,L08,L08,L08_WP011,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,116,119.272,1,1,0,0,5.28,5.28,0,1,0.06,0.074,31.36,0,0,0,0,0,0,L02,L02,L02_WP021,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,117,83.664,1,33,0,12,177.36,115.26,62.1,1.5388,1.876,4.461,1012.53,0,0,0,0,0,0,L02,L02,L02_WP001,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,118,105.475,1,19,0,0,107.25,107.25,0,1,0.958,2.434,646.41,0,0,0,0,0,0,L08,L08,L08_WP001,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,119,111.945,1,8,0,2,44.55,33.67,10.88,1.3231,0.334,1.028,249.12,0,0,0,0,0,0,L02,L02,L02_WP016,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,120,107.96,1,16,0,0,88.4,88.4,0,1,0.804,2.191,493.08,0,0,0,0,0,0,L02,L02,L02_WP006,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,121,-130.4657,0,60,1,54,293.68,52.42,,,2.534,6.303,1845.31,0,0,5.0598,0,0,,L02,L08,L02_WP019,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,122,-135.8894,0,60,2,53,289.2,58.98,,,2.435,6.127,1814.31,0,0,2.1435,0,0,,L02,L08,L02_WP018,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,0,42,train,123,109.941,1,10,0,2,60.59,47.46,13.13,1.2767,0.48,1.567,342.83,0,0,0,0,0,0,L08,L08,L08_WP012,L08_WP020,1,0
DQN_n0_p0,DQN,0,0,0,42,train,124,-132.2952,0,60,1,48,354.15,82.29,,,2.88,8.858,1987.58,0,0,4.9357,0,0,,L08,L02,L08_WP012,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,0,42,train,125,-125.017,0,60,0,53,300.17,72.84,,,2.614,6.337,1877.12,0,0,0,0,0,,L02,L01,L02_WP015,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,126,-138.3165,0,60,2,51,346.09,131.67,,,3.111,7.88,1977.61,0,0,4.7083,0,0,,L08,L01,L08_WP002,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,0,42,train,127,119.272,1,1,0,0,5.28,5.28,0,1,0.06,0.074,31.36,0,0,0,0,0,0,L02,L02,L02_WP021,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,128,90.915,1,24,1,8,112.85,81.82,31.03,1.3792,1.155,3.321,639.78,0,0,0,0,0,0,L08,L01,L08_WP011,L01_WP006,1,0
DQN_n0_p0,DQN,0,0,0,42,train,129,112.586,1,4,1,0,16.14,16.14,0,1,0.154,0.318,93.96,0,0,0,0,0,0,L02,L02,L02_WP019,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,0,42,train,130,81.88,1,30,0,16,161.2,78.4,82.8,2.0561,1.796,4.275,919.6,0,0,0,0,0,0,L02,L02,L02_WP008,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,1,43,train,1,-268.9039,0,60,31,17,185.89,67.73,,,1.979,3.845,1196.09,0,0,225.6419,0,0,,L02,L01,L02_WP015,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,1,43,train,2,-246.2779,0,60,23,26,412.22,88.65,,,4.911,6.512,2816.97,0,0,43.5607,0,0,,L02,L01,L02_WP011,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,1,43,train,3,-254.7976,0,60,33,22,158.03,47.92,,,1.359,4.047,923.14,0,0,53.9711,0,0,,L08,L01,L08_WP017,L01_WP006,0,1
DQN_n0_p0,DQN,0,0,1,43,train,4,-354.2568,0,60,33,17,299.69,146.23,,,2.525,3.988,1925.52,4,1,0.6685,0,0,,L08,L02,L08_WP001,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,1,43,train,5,-254.1797,0,60,34,20,208.72,51.51,,,2.305,3.952,1411.4,0,0,3.7635,0,0,,L02,L02,L02_WP012,L02_WP022,0,1
DQN_n0_p0,DQN,0,0,1,43,train,6,-96.525,1,44,28,6,117.25,83.17,34.08,1.4098,0.834,2.34,711.47,2,1,0,0,0,0,L08,L02,L08_WP012,L02_WP022,1,0
DQN_n0_p0,DQN,0,0,1,43,train,7,-261.4491,0,60,20,30,695.31,80.66,,,8.815,8.213,4888.63,0,0,129.9998,0,0,,L02,L08,L02_WP013,L08_WP020,0,1
DQN_n0_p0,DQN,0,0,1,43,train,8,-287.63,0,60,45,12,86.3,39.67,,,0.806,2.288,510.43,0,0,0,0,0,,L08,L08,L08_WP013,L08_WP020,0,1
