config_id,agent,condition,noise_std,packet_error_rate,seed,env_seed,phase,episode,reward,full_success,dock_success,final_phase,steps,invalid,phase1_steps,dock_accuracy,collisions,collision_flag,cte_mean,iala_violations,dropped_frames,lane,start
twophase_RuleBased_clean,RuleBased,clean,0,0,4,46,eval,23,-217.181,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,4,46,eval,24,-198.595,0,0,1,110,0,,,0,0,0,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,4,46,eval,25,-198.595,0,0,1,110,0,,,0,0,0,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,4,46,eval,26,-217.181,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,4,46,eval,27,-198.595,0,0,1,110,0,,,0,0,0,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,4,46,eval,28,-198.595,0,0,1,110,0,,,0,0,0,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,4,46,eval,29,-198.595,0,0,1,110,0,,,0,0,0,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,4,46,eval,30,-217.181,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,1,-63.5863,0,1,2,110,0,27,0,0,0,135.4147,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,2,-183.15,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,3,-23.5863,0,1,2,110,0,27,0,0,0,135.4147,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,4,-143.15,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,5,-143.15,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,6,321.427,1,1,2,54,0,27,0,0,0,0,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,7,-103.15,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,8,-103.15,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,9,361.427,1,1,2,54,0,27,0,0,0,0,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,10,-63.15,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,11,-63.15,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,12,401.427,1,1,2,54,0,27,0,0,0,0,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,13,-23.15,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,14,-23.15,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,15,136.4137,0,1,2,110,0,27,0,0,0,135.4147,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,16,16.85,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,17,16.85,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,18,16.85,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,19,16.85,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,20,176.4137,0,1,2,110,0,27,0,0,0,135.4147,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,21,216.4137,0,1,2,110,0,27,0,0,0,135.4147,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,22,96.85,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,23,561.427,1,1,2,54,0,27,0,0,0,0,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,24,601.427,1,1,2,54,0,27,0,0,0,0,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,25,176.85,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,26,336.4137,0,1,2,110,0,27,0,0,0,135.4147,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,27,376.4137,0,1,2,110,0,27,0,0,0,135.4147,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,28,256.85,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,29,256.85,0,0,1,110,0,,,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,5,47,eval,30,416.4137,0,1,2,110,0,27,0,0,0,135.4147,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,6,48,eval,1,240.811,1,1,2,54,0,27,0,0,0,0,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,6,48,eval,2,-54.0297,0,1,2,110,0,27,0,0,0,211.3795,0,0,L02,L02_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,6,48,eval,3,321.549,1,1,2,52,0,25,0,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,6,48,eval,4,361.549,1,1,2,52,0,25,0,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,6,48,eval,5,401.549,1,1,2,52,0,25,0,0,0,0,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,6,48,eval,6,99.5584,0,1,2,110,0,25,0,0,0,216.8626,0,0,L08,L08_WP001
twophase_RuleBased_clean,RuleBased,clean,0,0,6,48,eval,7,139.5584,0,1,2,110,0,25,0,0,0,216.8626,0,0,L08,L08_WP001
