algorithm,noise_std,packet_error_rate,metric,shapiro_W,p_value,normal
DoubleDQN,0.1,0.0,optimality_ratio,0.6926485114686713,0.005166915340004811,False
DoubleDQN,0.1,0.2,success_rate,0.9325197982507627,0.5996969242006898,True
DoubleDQN,0.1,0.2,mean_reward,0.9325743497295224,0.6001240255486329,True
DoubleDQN,0.1,0.2,collision_rate,0.9445657768403737,0.6961583664338193,True
DoubleDQN,0.1,0.2,collisions_per_ep,0.8830110187892639,0.2831713993915962,True
DoubleDQN,0.1,0.2,iala_violations,0.7874305476268748,0.04516492243413584,False
DoubleDQN,0.1,0.2,cte_mean,0.8650805816790785,0.20728975894233065,True
DoubleDQN,0.1,0.2,docking_accuracy,0.9156489090914134,0.47458795130995707,True
DoubleDQN,0.1,0.2,dropped_frames,0.9755153350207799,0.9272187157779747,True
DoubleDQN,0.1,0.2,optimality_ratio,0.9030676684200692,0.39238015540355875,True
DoubleDQN,0.1,0.4,success_rate,0.7932065086492305,0.051013474942394436,True
DoubleDQN,0.1,0.4,mean_reward,0.8425696887143864,0.13689400744617974,True
DoubleDQN,0.1,0.4,collision_rate,0.9570169883129864,0.7964811534101833,True
DoubleDQN,0.1,0.4,collisions_per_ep,0.8577608404782298,0.1816154868327114,True
DoubleDQN,0.1,0.4,iala_violations,0.8107504353490875,0.0732713304542436,True
DoubleDQN,0.1,0.4,cte_mean,0.9434298316680002,0.6869384185571852,True
DoubleDQN,0.1,0.4,docking_accuracy,0.9047639523682616,0.40285432782203406,True
DoubleDQN,0.1,0.4,dropped_frames,0.7851367436240014,0.04301796816668838,False
DoubleDQN,0.1,0.4,optimality_ratio,0.9053216890119811,0.40634038974658654,True
DoubleDQN,0.25,0.0,success_rate,0.9539739941957885,0.7723031267330412,True
DoubleDQN,0.25,0.0,mean_reward,0.9607782286489513,0.8257180686353873,True
DoubleDQN,0.25,0.0,collision_rate,0.9517891935659091,0.754744829962692,True
DoubleDQN,0.25,0.0,collisions_per_ep,0.924258545154098,0.5365475530166717,True
DoubleDQN,0.25,0.0,iala_violations,0.9442315983724807,0.6934449273203035,True
DoubleDQN,0.25,0.0,cte_mean,0.74557944375949,0.018025274447861724,False
DoubleDQN,0.25,0.0,docking_accuracy,0.9029487886607439,0.39165335115246347,True
DoubleDQN,0.25,0.0,dropped_frames,,,
DoubleDQN,0.25,0.0,optimality_ratio,0.8845935589829983,0.2908218917969742,True
DoubleDQN,0.25,0.2,success_rate,0.660954067331722,0.0023346769621669554,False
DoubleDQN,0.25,0.2,mean_reward,0.7403757676102263,0.016010223586217714,False
DoubleDQN,0.25,0.2,collision_rate,0.9580120635801487,0.8042960168946027,True
DoubleDQN,0.25,0.2,collisions_per_ep,0.7898349283614654,0.04752051514691348,False
DoubleDQN,0.25,0.2,iala_violations,0.668868287651421,0.0028562165744144426,False
DoubleDQN,0.25,0.2,cte_mean,0.9689245362440237,0.885133687180559,True
DoubleDQN,0.25,0.2,docking_accuracy,0.8439043150872684,0.1403966287304298,True
DoubleDQN,0.25,0.2,dropped_frames,0.6325963493102299,0.001113382700709102,False
DoubleDQN,0.25,0.2,optimality_ratio,0.8600004906892885,0.18916777449473726,True
DoubleDQN,0.25,0.4,success_rate,0.9702513017501265,0.8941182804829051,True
DoubleDQN,0.25,0.4,mean_reward,0.9696021990803275,0.8897515950705933,True
DoubleDQN,0.25,0.4,collision_rate,0.9446674158371489,0.6969837921440726,True
DoubleDQN,0.25,0.4,collisions_per_ep,0.9752004944630052,0.9253663416504679,True
DoubleDQN,0.25,0.4,iala_violations,0.9695473728081248,0.8893801973760556,True
DoubleDQN,0.25,0.4,cte_mean,0.7680739901265653,0.02976365886735988,False
DoubleDQN,0.25,0.4,docking_accuracy,0.9291675925152486,0.5907050961664864,True
DoubleDQN,0.25,0.4,dropped_frames,0.9250196185813564,0.5422258243807352,True
DoubleDQN,0.25,0.4,optimality_ratio,0.9285159184588615,0.586285558916066,True
DuelingDQN,0.0,0.0,success_rate,0.902208666649278,0.38714981325765496,True
DuelingDQN,0.0,0.0,mean_reward,0.9614225516092636,0.8306346493788495,True
DuelingDQN,0.0,0.0,collision_rate,0.9079068816916366,0.4227698864478587,True
DuelingDQN,0.0,0.0,collisions_per_ep,0.9079068816916364,0.4227698864478572,True
DuelingDQN,0.0,0.0,iala_violations,,,
DuelingDQN,0.0,0.0,cte_mean,0.8584137599775651,0.18379020091130593,True
DuelingDQN,0.0,0.0,docking_accuracy,,,
DuelingDQN,0.0,0.0,dropped_frames,,,
DuelingDQN,0.0,0.0,optimality_ratio,0.6179169638610287,0.0007504194839486571,False
DuelingDQN,0.0,0.2,success_rate,0.8957440112954264,0.34938452223501715,True
DuelingDQN,0.0,0.2,mean_reward,0.9046702003885992,0.4022703884868789,True
DuelingDQN,0.0,0.2,collision_rate,0.8381396058570655,0.1258100250417966,True
